Fuel Type Code,Station Name,Street Address,Intersection Directions,Municipality,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV_Level1_EVSE_Num,EV_Level2_EVSE_Num,EV_DC_Fast_Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging,Funding Sources
ELEC,Littleman Parking 129 Montgomery - Tesla Destination,129 Montgomery St,,Jersey City,NJ,7302,,877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.716989,-74.040043,7/1/2024,150565,2025-02-12 00:16:32 UTC,P,,,4/1/2019,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,
ELEC,Littleman Parking 2 14th Street - Tesla Destination,2 14th St,,Hoboken,NJ,7030,,877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.75348,-74.024183,7/1/2024,150566,2025-02-12 00:16:32 UTC,P,,,3/31/2019,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,
ELEC,Sylvan Parking 273 15th Street - Tesla Destination,273 15th St,,Jersey City,NJ,7310,,877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.732825,-74.045472,7/1/2024,150568,2025-02-12 00:16:32 UTC,P,,,3/31/2019,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,
ELEC,Sylvan Parking 837 Jersey Avenue - Tesla Destination,837 Jersey Ave,,Jersey City,NJ,7310,,877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.734819,-74.045186,7/1/2024,150569,2025-02-12 00:16:32 UTC,P,,,3/31/2019,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,
ELEC,"Boonton, NJ - Tesla Supercharger",550 Myrtle Avenue,,Boonton,NJ,7005,,877-798-3752,E,,Public,24 hours daily. Open to Teslas only.,,,,,,,10,,Tesla,https://www.tesla.com/supercharger,GPS,40.907589,-74.397608,6/18/2026,150819,2026-06-18 14:46:21 UTC,P,,,12/13/2019,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,BARCLAY-SQUARE 1900 BARCLAY ST,1900 Barclay Blvd,,Princeton,NJ,8540,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.360482,-74.619422,8/26/2026,152318,2026-08-26 01:31:30 UTC,,,,1/9/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,"Walmart 5447 (Kearny, NJ)",150 Harrison Ave,,Kearny,NJ,7032,,833-632-2778,E,,Public,24 hours daily,,,,,,1,3,,Electrify America,https://www.electrifyamerica.com,GPS,40.74863,-74.13629,8/26/2026,152423,2026-08-26 03:38:35 UTC,,,,1/14/2020,,,,,J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,RHA FAIRVIEW FARM,2121 Larger Cross Rd N,,Bedminster,NJ,7921,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.70309,-74.700236,8/26/2026,152459,2026-08-26 01:31:36 UTC,,,,1/16/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,BT TOWN HALL BERNARDS TWP1,1 Collyer Ln,In front of Municipal Building,Basking Ridge,NJ,7920,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.697132,-74.546585,8/26/2026,152487,2026-08-26 01:31:45 UTC,,,,1/17/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,MKA M.S. CAMPUS,201 Valley Rd,Parking Lot,Montclair,NJ,7042,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.827281,-74.216416,8/26/2026,153047,2026-08-26 01:32:11 UTC,,,,1/25/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,MKA U.S. CAMPUS,6 Lloyd Rd,"Parking Lot ,Rear of building",Montclair,NJ,7042,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.821591,-74.227514,8/26/2026,153053,2026-08-26 01:31:13 UTC,,,,1/25/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,EASTAMPTON EASTAMPTON ST1,12000 Hamilton Way,,Eastampton Township,NJ,8060,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.006578,-74.767954,8/26/2026,153143,2026-08-26 01:32:20 UTC,,,,1/30/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,"Walmart 4456 (Somerdale, NJ)",1 Coopertowne Blvd,,Somerdale,NJ,8083,,833-632-2778,E,,Public,24 hours daily,,,,,,,8,,Electrify America,https://www.electrifyamerica.com,GPS,39.8541,-75.02287,8/26/2026,153204,2026-08-26 03:41:07 UTC,,,,1/31/2020,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,MKA P.S. CAMPUS,224 Orange Rd,Parking Lot,Montclair,NJ,7042,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.804429,-74.22074,8/26/2026,153227,2026-08-26 01:32:12 UTC,,,,2/1/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,BRIDGEWATER TWP STATION 2,1 Vogt Dr,,Bridgewater Township,NJ,8807,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.58798,-74.60765,8/26/2026,153229,2026-08-26 01:32:04 UTC,,,,2/1/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,CONNELL PARK STATION 1,250 Connell Dr,,Berkeley Heights,NJ,7922,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.662554,-74.416264,8/26/2026,153235,2026-08-26 01:14:57 UTC,,,,2/1/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,"Target T1175 (Fairfield, NJ)",632 US-46 E,,Fairfield,NJ,7004,,833-632-2778,E,,Public,24 hours daily,,,,,,1,3,,Electrify America,https://www.electrifyamerica.com,GPS,40.88975,-74.26989,8/26/2026,153239,2026-08-26 03:38:09 UTC,,,,2/1/2020,,,,,J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,MONTVALE DEV WEGMANS,300 W Grand Ave,,Montvale,NJ,7645,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,41.049171,-74.060106,8/26/2026,153600,2026-08-26 01:09:52 UTC,,,,2/11/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,JLR PARSIPPANY STATION 01,220 Route 46 West,,Parsippany-Troy Hills,NJ,7054,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.858585,-74.35517,8/26/2026,154044,2026-08-26 01:29:56 UTC,,,,2/27/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,TOWNPLACE SUITE STATION 1,1638 NJ-31,Hotel Guests Only,Clinton,NJ,8809,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.643956,-74.907453,8/26/2026,154045,2026-08-26 01:29:45 UTC,,,,2/27/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,BRIDGEWATER TWP STATION 1,100 Commons Way,,Bridgewater Township,NJ,8807,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.591714,-74.625642,8/26/2026,154046,2026-08-26 01:29:35 UTC,,,,2/27/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,"Maple Shade, NJ - Tesla Supercharger",2801 Route 73,,Maple Shade,NJ,8052,,877-798-3752,E,,Public,24 hours daily. NACS partner enabled.,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,39.937441,-74.970365,6/18/2026,154201,2026-06-18 14:46:21 UTC,P,,,2/21/2020,,,,,TESLA,US,,,,Public,,public,,,GAS_STATION,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,ESSEX COUNTY #1,16-84 W Market St,Employees Only,Newark,NJ,7102,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.738875,-74.180405,8/26/2026,154275,2026-08-26 01:33:27 UTC,,,,3/4/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,MB OF NEWTON OUTSIDE 2,92 Hampton House Rd,North side of building,Newton,NJ,7860,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,41.088022,-74.73016,8/26/2026,154368,2026-08-26 01:33:41 UTC,,,,3/7/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,PANYNJ JSTC STATION 1,3 Journal Square Plaza PATH-JSTC,,Jersey City,NJ,7306,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.732185,-74.062432,8/26/2026,154582,2026-08-26 01:18:11 UTC,,,,3/20/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,MUNICIPAL LOT 2 MUNI LOT 2 ST1,"1 Jean walling, Civic Center Lot 3",Police municipal court building,East Brunswick,NJ,8816,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.41666,-74.41871,8/26/2026,154701,2026-08-26 01:34:20 UTC,,,,3/25/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,CG MUNICIPAL CG TOWN HALL,525 Pompton Ave,Directly in front of Cedar Grove Town Hall main entrance,Cedar Grove,NJ,7009,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.851303,-74.2286,8/26/2026,154702,2026-08-26 01:34:19 UTC,,,,3/25/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,DEFOREST CHARGE DEFOREST AVE1,40 Deforest Ave,Located in Summit Lot 1,Summit,NJ,7901,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.718838,-74.35955,8/26/2026,154703,2026-08-26 01:31:16 UTC,,,,3/25/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,CREST OFFICE KELLER WILLIAM,5501 New Jersey Ave,,Wildwood Crest,NJ,8260,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,38.980838,-74.82853,8/26/2026,154815,2026-08-26 01:34:33 UTC,,,,3/28/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,JERSEYCITY ANNEX KEARNEY,1 Jackson Square,Kearney Ave street parking by Health Clinic side,Jersey City,NJ,7305,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.710438,-74.07823,8/26/2026,155320,2026-08-26 01:33:39 UTC,,,,4/11/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,IMPERIALHOUSE IMPERIALHOUSE,787 Ocean Ave,Imperial House Condominiums,Long Branch,NJ,7740,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.277546,-73.98467,8/26/2026,155491,2026-08-26 01:34:51 UTC,,,,4/22/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,BLOOMFIELD GLENWOOD ST 3,304 Glenwood Ave,Glenwood garage ground level,Bloomfield,NJ,7003,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.793087,-74.19871,8/26/2026,156077,2026-08-26 01:35:18 UTC,,,,5/6/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,BLOOMFIELD GLENWOOD ST 1,300 Glenwood ave 68 Washington st,Glenwood parking garage ground floor,Bloomfield,NJ,7003,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.79301,-74.198906,8/26/2026,156078,2026-08-26 01:35:11 UTC,,,,5/6/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,BLOOMFIELD GLENWOOD ST 2,304 Glenwood Ave 68 Washington st,Glenwood parking garage ground floor,Bloomfield,NJ,7003,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.792942,-74.198814,8/26/2026,156079,2026-08-26 01:35:11 UTC,,,,5/6/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,Rutgers University - CAIT,100 Brett Rd,,Piscataway,NJ,8854,,848-445-0579,E,,Public,24 hours daily; Rutgers University parking permit required,,,,,,2,,,Non-Networked,,GPS,40.522336,-74.459385,2/13/2023,156252,2025-12-03 17:36:34 UTC,P,,,5/8/2020,,,,,J1772,US,,,,Public,,public,,,COLLEGE_CAMPUS,,,,,,,,,,,,,,,,,TRUE,,,,,,,,LD,FALSE,
ELEC,ESSEX COUNTY ENVIRO CEN ST 1,621 Eagle Rock Ave,,Roseland,NJ,7068,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.825764,-74.33314,8/26/2026,158242,2026-08-26 01:36:13 UTC,,,,5/30/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,"Freehold, NJ - Tesla Supercharger",909 Route 33,,Freehold,NJ,7728,,877-798-3752,E,,Public,24 hours daily. NACS partner enabled.,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,40.238583,-74.227679,6/18/2026,163875,2026-06-18 14:46:21 UTC,P,,,6/23/2020,,,,,TESLA,US,,,,Public,,public,,,GAS_STATION,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,Madison Recreational Center (MRC #1 and #2),184 Ridgedale Avenue,,Madison,NJ,7940,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,https://blinkcharging.com,GPS,40.7728146,-74.41033581,8/26/2026,164140,2026-08-26 00:45:33 UTC,,,,3/27/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.00-$25.00/Hr Variable Parking Fee,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,LAWRENCE TWP TOWN HALL PS 1,2207 Lawrenceville Rd,"Located on North Side Parking lot, underneath Solar canopy",Lawrence Township,NJ,8648,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.283215,-74.73337,8/26/2026,164388,2026-08-26 01:37:51 UTC,,,,7/21/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,Simon Mills at Jersey Gardens (Elizabeth NJ),651 Kapkowski Road,,Elizabeth,NJ,7201,,833-632-2778,E,,Public,24 hours daily,,,,,,,10,,Electrify America,https://www.electrifyamerica.com,GPS,40.66244,-74.17328,8/26/2026,164538,2026-08-26 03:39:07 UTC,,,,7/25/2020,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,"Deptford, NJ - Tesla Supercharger",1750 Deptford Center Road,,Deptford,NJ,8096,,877-798-3752,E,,Public,24 hours daily. Open to Teslas only.,,,,,,,12,,Tesla,https://www.tesla.com/supercharger,GPS,39.833489,-75.097913,6/18/2026,165118,2026-06-18 14:46:21 UTC,P,,,6/26/2020,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,"Springfield, NJ - Cleveland Place - Tesla Supercharger",2017 Cleveland Place,,Springfield,NJ,7081,,877-798-3752,E,,Public,24 hours daily. NACS partner enabled.,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,40.717702,-74.329221,6/18/2026,165119,2026-06-18 14:46:21 UTC,P,,,6/26/2020,,,,,TESLA,US,,,,Public,,public,,,GAS_STATION,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,"Target T1822 (Clifton, NJ)",30 Kingsland Rd,,Clifton,NJ,7014,,833-632-2778,E,,Public,24 hours daily,,,,,,,6,,Electrify America,https://www.electrifyamerica.com,GPS,40.82427,-74.13632,8/26/2026,165410,2026-08-26 03:38:44 UTC,,,,8/24/2020,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,Appel Farm Arts & Music Campus,457 Shirley Road,,Elmer,NJ,8318,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,https://blinkcharging.com,GPS,39.579248,-75.199678,8/26/2026,165472,2026-08-26 00:45:50 UTC,,,,1/28/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.50/Hr Parking Fee,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,"Elizabeth, NJ - Tesla Supercharger",651 Kapkowski Road,,Elizabeth,NJ,7201,,877-798-3752,E,,Public,24 hours daily. Open to Teslas only.,,,,,,,16,,Tesla,https://www.tesla.com/supercharger,GPS,40.662822,-74.17355,6/18/2026,165578,2026-06-18 14:46:21 UTC,P,,,6/26/2020,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,MARINERS TOWER STATION ONE,100 Tower Dr,Rear parking lot space 106/107,Edgewater,NJ,7020,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.827263,-73.97226,8/26/2026,165858,2026-08-26 01:39:32 UTC,,,,9/3/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,FRONT SHOWROOM LUCAS FORD PS,900 US-130,Lucas ford dealership,Burlington,NJ,8016,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.07963,-74.840355,8/26/2026,166203,2026-08-26 01:38:25 UTC,,,,9/4/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,Township of Bloomfield - Municipal Lot,499 Bloomfield Ave,,Bloomfield,NJ,7003,,866-816-7584,E,,Public,24 hours daily,,,,,,6,,,EV Connect,https://www.evconnect.com,GPS,40.791094,-74.195825,8/26/2026,166678,2026-08-26 03:49:13 UTC,,,,2/19/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,Community Center,1167 River Road,,Edgewater,NJ,7020,,866-816-7584,T,6/4/2026,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,6,,,EV Connect,https://www.evconnect.com,GPS,40.834258,-73.970772,8/26/2026,166679,2026-08-26 03:49:17 UTC,,,,1/31/2019,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,Old River Road,281 Old River Road,,Edgewater,NJ,7020,,866-816-7584,E,,Public,24 hours daily,,,,,,6,,,EV Connect,https://www.evconnect.com,GPS,40.80987,-73.990013,8/26/2026,166680,2026-08-26 03:49:12 UTC,,,,1/20/2019,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,VERONA TOWNSHIP MUNI COURT ST1,880 Bloomfield Ave,On Linn Dr Side of Building,Verona,NJ,7044,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.835106,-74.25626,8/26/2026,166897,2026-08-26 01:40:01 UTC,,,,9/17/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,RED BANK ENGLISH PLAZA 1,100 English Plaza,Parking Structure,Red Bank,NJ,7701,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.350727,-74.066569,8/26/2026,166920,2026-08-26 01:39:54 UTC,,,,9/18/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,JERSEYCITY FULTON AVE LOT2,207 Fulton Ave,MLK AVE/FULTON AVE Parking Lot,Jersey City,NJ,7305,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.704683,-74.087169,8/26/2026,166984,2026-08-26 01:40:03 UTC,,,,9/22/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,"Walmart 3078 (East Brunswick, NJ)",290 NJ-18,,East Brunswick,NJ,8816,,833-632-2778,E,,Public,24 hours daily,,,,,,,10,,Electrify America,https://www.electrifyamerica.com,GPS,40.45732,-74.39923,8/26/2026,167237,2026-08-26 03:41:38 UTC,,,,10/2/2020,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,"Walmart 3520 (Secaucus, NJ)",400 Park Plaza Dr.,,Secaucus,NJ,7094,,833-632-2778,E,,Public,24 hours daily,,,,,,1,3,,Electrify America,https://www.electrifyamerica.com,GPS,40.79215,-74.04193,8/26/2026,167270,2026-08-26 03:38:31 UTC,,,,10/3/2020,,,,,J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,ORADELL DPW ORADELL LIB ST2,Oradell Ave at Kinderkamack Rd,Located on North Side of Library Parking Lot,Oradell,NJ,7649,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.954308,-74.03256,8/26/2026,167861,2026-08-26 01:41:20 UTC,,,,10/27/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,Madison Community Pool,105 Rosedale Ave.,,Madison,NJ,7940,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,https://blinkcharging.com,GPS,40.76038546,-74.39845776,8/26/2026,168096,2026-08-26 00:47:20 UTC,,,,3/26/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.00-$25.00/Hr Variable Parking Fee,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,"Target T1224 (Bridgewater, NJ)",119 Promenade Blvd,,Bridgewater,NJ,8807,,833-632-2778,E,,Public,24 hours daily,,,,,,1,3,,Electrify America,https://www.electrifyamerica.com,GPS,40.56189,-74.5537,8/26/2026,168270,2026-08-26 03:38:33 UTC,,,,11/11/2020,,,,,J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,Fort Lee Parking Authority,231 Main St,,Fort Lee,NJ,7024,,,E,,Private - Credit card at all times,24 hours daily; Also accepts PayPal and Apple Pay,A D M V,,,,,2,,,EV Connect,https://www.evconnect.com,GPS,40.85181,-73.971475,12/3/2020,168461,2021-03-11 23:22:17 UTC,LG,,,7/17/2020,,,,,J1772,US,,,,Privé - Carte de crédit en tout temps,,private,CREDIT_CARD_ALWAYS,,MUNI_GOV,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,
ELEC,BOROUGHOFPARAMU PARAMUS PUB ST2,1 W Jockish Square,Located in Court Parking Lot,Paramus,NJ,7652,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,40.92613,-74.069482,8/26/2026,168474,2026-08-26 01:41:55 UTC,,,,11/14/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,"Plaza 23 Station (Pompton Plains, NJ)",500 Route 23 North,,Pompton Plains,NJ,7444,,833-632-2778,E,,Public,24 hours daily,,,,,,1,3,,Electrify America,https://www.electrifyamerica.com,GPS,40.96871,-74.28473,8/26/2026,168486,2026-08-26 03:41:11 UTC,,,,11/14/2020,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
